cliente_id,Mes,tipo_zona,Suma de churn,Avg Satisfaccion,tipo_plan,Promedio de ingreso_estimado,Suma de importe_total,Promedio de antiguedad_meses,factura_1,factura_mm,churn_+3,Prediccion_Churn_3M,Probabilidad_Churn_%
C000009,2026-11-01,urbana_premium,0,35.0,Premium,51910.0,1054180.0,"250,00",1052430,1053305.0,0,0,3.27
C000009,2026-12-01,urbana_premium,0,30.0,Premium,51910.0,1088020.0,"250,00",1054180,1071100.0,0,0,3.43
C000010,2026-02-01,suburbana,0,,Contrato,34568.127921801955,124990.0,,118800,121895.0,0,0,40.11
C000010,2026-03-01,suburbana,0,25.0,Contrato,22720.0,132300.0,"130,00",124990,128645.0,0,0,47.76
C000010,2026-04-01,suburbana,0,26.666666666666668,Contrato,22720.0,141010.0,"130,00",132300,136655.0,0,0,49.2
C000010,2026-05-01,suburbana,0,37.5,Contrato,22720.0,161150.0,"130,00",141010,151080.0,0,0,36.2
C000010,2026-06-01,suburbana,0,27.5,Contrato,22720.0,143910.0,"130,00",161150,152530.0,0,0,49.2
C000010,2026-07-01,suburbana,0,30.0,Contrato,22720.0,102710.0,"130,00",143910,123310.0,0,1,57.29
C000010,2026-08-01,suburbana,0,50.0,Contrato,22720.0,87960.0,"130,00",102710,95335.0,0,1,70.47
C000010,2026-09-01,suburbana,0,40.0,Contrato,22720.0,113820.0,"130,00",87960,100890.0,0,0,48.23
C000010,2026-10-01,suburbana,0,30.0,Contrato,22720.0,75730.0,"130,00",113820,94775.0,0,1,55.71
C000010,2026-11-01,suburbana,0,40.0,Contrato,22720.0,104840.0,"130,00",75730,90285.0,0,1,69.52
C000010,2026-12-01,suburbana,0,30.0,Contrato,22720.0,106280.0,"130,00",104840,105560.0,0,0,48.11
C000011,2026-02-01,suburbana,0,38.0,Prepago,29970.0,73080.0,"230,00",48720,60900.0,0,1,54.88
C000011,2026-03-01,suburbana,0,45.0,Prepago,29970.0,76090.0,"230,00",73080,74585.0,0,0,42.72
C000011,2026-04-01,suburbana,0,35.0,Prepago,29970.0,27440.0,"230,00",76090,51765.0,0,0,36.51
C000011,2026-05-01,suburbana,0,31.666666666666668,Prepago,29970.0,87400.0,"230,00",27440,57420.0,0,1,56.19
C000011,2026-06-01,suburbana,0,33.333333333333336,Prepago,29970.0,87370.0,"230,00",87400,87385.0,0,0,49.18
C000011,2026-07-01,suburbana,0,50.0,Prepago,29970.0,84780.0,"230,00",87370,86075.0,0,1,59.86
C000011,2026-08-01,suburbana,0,43.333333333333336,Prepago,29970.0,53980.0,"230,00",84780,69380.0,0,1,55.5
C000011,2026-09-01,suburbana,0,28.0,Prepago,29970.0,57110.0,"230,00",53980,55545.0,0,1,52.27
C000011,2026-10-01,suburbana,0,32.0,Prepago,29970.0,49710.0,"230,00",57110,53410.0,0,1,58.49
C000011,2026-11-01,suburbana,0,40.0,Prepago,29970.0,51810.0,"230,00",49710,50760.0,0,1,70.04
C000011,2026-12-01,suburbana,0,40.0,Prepago,29970.0,36520.0,"230,00",51810,44165.0,0,1,61.88
C000012,2026-02-01,urbana_premium,0,35.714285714285715,Prepago,32870.0,216340.0,"50,00",299870,258105.0,0,0,7.23
C000012,2026-03-01,urbana_premium,0,45.0,Prepago,32870.0,316600.0,"50,00",216340,266470.0,0,0,14.03
C000012,2026-04-01,urbana_premium,0,26.666666666666668,Prepago,32870.0,337360.0,"50,00",316600,326980.0,0,0,12.9
C000012,2026-05-01,urbana_premium,0,,Prepago,34568.127921801955,457960.0,,337360,397660.0,0,0,11.7
C000012,2026-06-01,urbana_premium,0,35.0,Prepago,32870.0,230690.0,"50,00",457960,344325.0,0,0,14.78
C000012,2026-07-01,urbana_premium,0,32.5,Prepago,32870.0,324150.0,"50,00",230690,277420.0,0,0,19.92
C000012,2026-08-01,urbana_premium,0,38.0,Prepago,32870.0,112950.0,"50,00",324150,218550.0,0,0,6.87
C000012,2026-09-01,urbana_premium,0,30.0,Prepago,32870.0,303290.0,"50,00",112950,208120.0,0,0,24.46
C000012,2026-10-01,urbana_premium,0,40.0,Prepago,32870.0,295090.0,"50,00",303290,299190.0,0,0,10.32
C000012,2026-11-01,urbana_premium,0,40.0,Prepago,32870.0,292070.0,"50,00",295090,293580.0,0,0,10.2
C000012,2026-12-01,urbana_premium,0,33.333333333333336,Prepago,32870.0,287350.0,"50,00",292070,289710.0,0,0,9.53
C000013,2026-02-01,suburbana,0,27.5,Prepago,31480.0,75640.0,"380,00",52160,63900.0,0,0,45.01
C000013,2026-03-01,suburbana,0,26.0,Prepago,31480.0,99740.0,"380,00",75640,87690.0,0,1,52.62
C000013,2026-04-01,suburbana,0,40.0,Prepago,31480.0,98220.0,"380,00",99740,98980.0,0,1,62.37
C000013,2026-05-01,suburbana,0,38.57142857142857,Prepago,31480.0,70800.0,"380,00",98220,84510.0,0,0,40.73
C000013,2026-06-01,suburbana,0,43.333333333333336,Prepago,31480.0,60790.0,"380,00",70800,65795.0,0,0,41.61
C000013,2026-07-01,suburbana,0,50.0,Prepago,31480.0,47330.0,"380,00",60790,54060.0,0,1,64.46
C000013,2026-08-01,suburbana,0,30.0,Prepago,31480.0,77440.0,"380,00",47330,62385.0,0,1,55.7
C000013,2026-09-01,suburbana,0,40.0,Prepago,31480.0,68040.0,"380,00",77440,72740.0,0,0,44.94
C000013,2026-10-01,suburbana,0,,Prepago,34568.127921801955,66190.0,,68040,67115.0,0,1,55.48
C000013,2026-11-01,suburbana,0,35.0,Prepago,31480.0,67030.0,"380,00",66190,66610.0,0,0,33.3
C000013,2026-12-01,suburbana,0,35.0,Prepago,31480.0,75930.0,"380,00",67030,71480.0,0,0,26.33
C000014,2026-02-01,urbana_premium,0,30.0,Premium,29260.0,1129690.0,"350,00",1133320,1131505.0,0,0,8.13
C000014,2026-03-01,urbana_premium,0,42.0,Premium,29260.0,1165190.0,"350,00",1129690,1147440.0,0,0,15.51
C000014,2026-04-01,urbana_premium,0,33.333333333333336,Premium,29260.0,1170350.0,"350,00",1165190,1167770.0,0,0,7.17
C000014,2026-05-01,urbana_premium,0,,Premium,29260.0,1184110.0,"350,00",1170350,1177230.0,0,0,10.81
C000014,2026-06-01,urbana_premium,0,35.0,Premium,29260.0,829920.0,"350,00",1184110,1007015.0,0,0,8.2
C000014,2026-07-01,urbana_premium,0,,Premium,34568.127921801955,817200.0,,829920,823560.0,0,0,31.99
C000014,2026-08-01,urbana_premium,0,50.0,Premium,29260.0,1180610.0,"350,00",817200,998905.0,0,0,21.97
C000014,2026-09-01,urbana_premium,0,35.0,Premium,29260.0,1156800.0,"350,00",1180610,1168705.0,0,0,8.2
C000014,2026-10-01,urbana_premium,0,45.0,Premium,29260.0,1134450.0,"350,00",1156800,1145625.0,0,0,19.57
C000014,2026-11-01,urbana_premium,0,27.5,Premium,29260.0,785720.0,"350,00",1134450,960085.0,0,0,10.9
C000014,2026-12-01,urbana_premium,0,36.66666666666666,Premium,29260.0,457380.0,"350,00",785720,621550.0,0,0,11.24
C000015,2026-02-01,suburbana,0,50.0,Contrato,17490.0,296970.0,"320,00",199800,248385.0,0,0,11.6
C000015,2026-03-01,suburbana,0,43.333333333333336,Contrato,17490.0,304130.0,"320,00",296970,300550.0,0,0,26.8
C000015,2026-04-01,suburbana,0,40.0,Contrato,17490.0,212290.0,"320,00",304130,258210.0,0,0,23.57
C000015,2026-05-01,suburbana,0,40.0,Contrato,17490.0,219640.0,"320,00",212290,215965.0,0,0,20.03
C000015,2026-06-01,suburbana,0,26.666666666666668,Contrato,17490.0,319890.0,"320,00",219640,269765.0,0,0,20.67
C000015,2026-07-01,suburbana,0,27.5,Contrato,17490.0,324040.0,"320,00",319890,321965.0,0,0,33.61
C000015,2026-08-01,suburbana,0,33.333333333333336,Contrato,17490.0,208520.0,"320,00",324040,266280.0,0,0,25.93
C000015,2026-09-01,suburbana,0,40.0,Contrato,17490.0,294800.0,"320,00",208520,251660.0,0,0,13.09
C000015,2026-10-01,suburbana,0,50.0,Contrato,17490.0,285470.0,"320,00",294800,290135.0,0,0,21.04
C000015,2026-11-01,suburbana,0,35.0,Contrato,17490.0,284310.0,"320,00",285470,284890.0,0,0,21.73
C000015,2026-12-01,suburbana,0,30.0,Contrato,17490.0,284310.0,"320,00",284310,284310.0,0,0,25.13
C000016,2026-02-01,urbana_premium,0,30.0,Prepago,31330.0,195840.0,"630,00",179540,187690.0,0,0,12.94
C000016,2026-03-01,urbana_premium,0,40.0,Prepago,31330.0,135290.0,"630,00",195840,165565.0,0,0,13.46
C000016,2026-04-01,urbana_premium,0,40.0,Prepago,31330.0,200690.0,"630,00",135290,167990.0,0,0,27.79
C000016,2026-05-01,urbana_premium,0,32.0,Prepago,31330.0,140190.0,"630,00",200690,170440.0,0,0,12.62
C000016,2026-06-01,urbana_premium,0,36.0,Prepago,31330.0,217020.0,"630,00",140190,178605.0,0,0,17.83
C000016,2026-07-01,urbana_premium,0,25.0,Prepago,31330.0,206320.0,"630,00",217020,211670.0,0,0,15.93
C000016,2026-08-01,urbana_premium,0,35.0,Prepago,31330.0,193340.0,"630,00",206320,199830.0,0,0,11.01
C000016,2026-09-01,urbana_premium,0,40.0,Prepago,31330.0,180160.0,"630,00",193340,186750.0,0,0,11.5
C000016,2026-10-01,urbana_premium,0,50.0,Prepago,31330.0,176430.0,"630,00",180160,178295.0,0,0,12.34
C000016,2026-11-01,urbana_premium,0,34.0,Prepago,31330.0,176430.0,"630,00",176430,176430.0,0,0,11.75
C000016,2026-12-01,urbana_premium,0,26.666666666666668,Prepago,31330.0,179000.0,"630,00",176430,177715.0,0,0,14.25
C000017,2026-02-01,suburbana,0,35.0,Contrato,48340.0,209040.0,"210,00",205330,207185.0,0,0,12.01
C000017,2026-03-01,suburbana,0,20.0,Contrato,48340.0,298010.0,"210,00",209040,253525.0,0,0,14.23
C000017,2026-04-01,suburbana,0,25.0,Contrato,48340.0,309430.0,"210,00",298010,303720.0,0,0,17.49
C000017,2026-05-01,suburbana,0,37.5,Contrato,48340.0,311230.0,"210,00",309430,310330.0,0,0,13.85
C000017,2026-06-01,suburbana,0,36.66666666666666,Contrato,48340.0,202870.0,"210,00",311230,257050.0,0,0,8.91
C000017,2026-07-01,suburbana,0,38.0,Contrato,48340.0,202800.0,"210,00",202870,202835.0,0,0,11.39
C000017,2026-08-01,suburbana,0,30.0,Contrato,48340.0,216070.0,"210,00",202800,209435.0,0,0,15.12
C000017,2026-09-01,suburbana,0,26.666666666666668,Contrato,48340.0,115930.0,"210,00",216070,166000.0,0,0,12.55
C000017,2026-10-01,suburbana,0,40.0,Contrato,48340.0,117190.0,"210,00",115930,116560.0,0,0,15.67
C000017,2026-11-01,suburbana,0,35.0,Contrato,48340.0,115250.0,"210,00",117190,116220.0,0,0,15.4
C000017,2026-12-01,suburbana,0,35.0,Contrato,48340.0,286820.0,"210,00",115250,201035.0,0,0,15.19
C000018,2026-02-01,suburbana,0,38.333333333333336,Contrato,17730.0,219170.0,"230,00",205250,212210.0,0,0,19.16
C000018,2026-03-01,suburbana,0,28.33333333333333,Contrato,17730.0,209570.0,"230,00",219170,214370.0,0,0,25.38
C000018,2026-04-01,suburbana,0,35.0,Contrato,17730.0,250670.0,"230,00",209570,230120.0,0,0,19.36
C000018,2026-05-01,suburbana,0,30.0,Contrato,17730.0,248540.0,"230,00",250670,249605.0,0,0,29.91
C000018,2026-06-01,suburbana,0,36.66666666666666,Contrato,17730.0,242650.0,"230,00",248540,245595.0,0,0,22.53
C000018,2026-07-01,suburbana,0,30.0,Contrato,17730.0,289090.0,"230,00",242650,265870.0,0,0,24.9
C000018,2026-08-01,suburbana,0,37.5,Contrato,17730.0,146890.0,"230,00",289090,217990.0,0,0,21.36
C000018,2026-09-01,suburbana,0,30.0,Contrato,17730.0,255850.0,"230,00",146890,201370.0,0,0,41.78
C000018,2026-10-01,suburbana,0,40.0,Contrato,17730.0,126940.0,"230,00",255850,191395.0,0,0,25.91
C000018,2026-11-01,suburbana,0,40.0,Contrato,17730.0,189470.0,"230,00",126940,158205.0,0,0,41.01
C000018,2026-12-01,suburbana,0,36.0,Contrato,17730.0,181020.0,"230,00",189470,185245.0,0,1,52.83
C000019,2026-02-01,urbana_premium,0,35.0,Premium,56190.0,366250.0,"410,00",558570,462410.0,0,0,17.54
C000019,2026-03-01,urbana_premium,0,30.0,Premium,56190.0,544360.0,"410,00",366250,455305.0,0,0,9.21
C000019,2026-04-01,urbana_premium,0,36.66666666666666,Premium,56190.0,569790.0,"410,00",544360,557075.0,0,0,7.77
C000019,2026-05-01,urbana_premium,0,,Premium,34568.127921801955,565320.0,,569790,567555.0,0,0,15.45
C000019,2026-06-01,urbana_premium,0,20.0,Premium,56190.0,604350.0,"410,00",565320,584835.0,0,0,9.13
C000019,2026-07-01,urbana_premium,0,35.0,Premium,56190.0,561750.0,"410,00",604350,583050.0,0,0,8.02
C000019,2026-08-01,urbana_premium,0,40.0,Premium,56190.0,426000.0,"410,00",561750,493875.0,0,0,14.0
C000019,2026-09-01,urbana_premium,0,50.0,Premium,56190.0,576500.0,"410,00",426000,501250.0,0,0,16.35
C000019,2026-10-01,urbana_premium,0,30.0,Premium,56190.0,567650.0,"410,00",576500,572075.0,0,0,8.12
C000019,2026-11-01,urbana_premium,0,30.0,Premium,56190.0,384000.0,"410,00",567650,475825.0,0,0,16.49
C000019,2026-12-01,urbana_premium,0,50.0,Premium,56190.0,351550.0,"410,00",384000,367775.0,0,0,14.98
C000020,2026-02-01,suburbana,0,37.5,Contrato,36260.0,244830.0,"100,00",239540,242185.0,0,0,30.18
C000020,2026-03-01,suburbana,0,33.333333333333336,Contrato,36260.0,247880.0,"100,00",244830,246355.0,0,0,26.96
C000020,2026-04-01,suburbana,0,25.0,Contrato,36260.0,250620.0,"100,00",247880,249250.0,0,0,38.44
C000020,2026-05-01,suburbana,0,36.0,Contrato,36260.0,256240.0,"100,00",250620,253430.0,0,0,30.52
C000020,2026-06-01,suburbana,0,40.0,Contrato,36260.0,260710.0,"100,00",256240,258475.0,0,0,25.51
C000020,2026-07-01,suburbana,0,30.0,Contrato,36260.0,184770.0,"100,00",260710,222740.0,0,0,34.03
C000020,2026-08-01,suburbana,0,,Contrato,36260.0,169350.0,"100,00",184770,177060.0,0,1,61.48
C000020,2026-09-01,suburbana,0,35.0,Contrato,36260.0,240630.0,"100,00",169350,204990.0,0,0,26.9
C000020,2026-10-01,suburbana,0,45.0,Contrato,36260.0,235600.0,"100,00",240630,238115.0,0,0,28.9
C000020,2026-11-01,suburbana,0,34.0,Contrato,36260.0,234690.0,"100,00",235600,235145.0,0,0,26.96
C000020,2026-12-01,suburbana,0,40.0,Contrato,36260.0,238630.0,"100,00",234690,236660.0,0,0,30.12
C000021,2026-02-01,urbana_premium,0,30.0,Prepago,33280.0,107450.0,"50,00",107450,107450.0,0,1,51.89
C000021,2026-03-01,urbana_premium,0,,Prepago,34568.127921801955,125970.0,,107450,116710.0,0,0,35.57
C000021,2026-04-01,urbana_premium,0,42.5,Prepago,33280.0,130120.0,"50,00",125970,128045.0,0,0,32.55
C000021,2026-05-01,urbana_premium,0,45.0,Prepago,33280.0,139300.0,"50,00",130120,134710.0,0,0,31.92
C000021,2026-06-01,urbana_premium,0,35.0,Prepago,33280.0,96550.0,"50,00",139300,117925.0,0,0,26.44
C000021,2026-07-01,urbana_premium,0,45.0,Prepago,33280.0,90520.0,"50,00",96550,93535.0,0,1,72.16
C000021,2026-08-01,urbana_premium,0,33.333333333333336,Prepago,33280.0,132170.0,"50,00",90520,111345.0,0,0,24.6
C000021,2026-09-01,urbana_premium,0,35.0,Prepago,33280.0,127480.0,"50,00",132170,129825.0,0,0,28.02
C000021,2026-10-01,urbana_premium,0,40.0,Prepago,33280.0,109990.0,"50,00",127480,118735.0,0,0,40.39
C000021,2026-11-01,urbana_premium,0,30.0,Prepago,33280.0,70160.0,"50,00",109990,90075.0,0,1,63.27
C000021,2026-12-01,urbana_premium,0,35.0,Prepago,33280.0,70160.0,"50,00",70160,70160.0,0,1,57.95
C000022,2026-02-01,suburbana,0,40.0,Contrato,38760.0,49660.0,"90,00",85670,67665.0,0,1,62.14
