fecha,zona_id,region,tipo_zona,poblacion_zona,cobertura_4g_pct,cobertura_5g_pct,latencia_ms,velocidad_media_mbps,tasa_cortes_pct,indice_calidad_global,incidencia_masiva
2024-06-01,Z05,Este,urbana_premium,94471,93.82,41.98,29.15,84.06,1.12,50.21,0
2024-07-01,Z05,Este,urbana_premium,94471,93.84,43.16,28.82,83.39,0.99,51.13,0
2024-08-01,Z05,Este,urbana_premium,94471,94.13,45.41,28.27,85.53,0.96,51.87,0
2024-09-01,Z05,Este,urbana_premium,94471,94.17,46.8,28.03,85.97,0.8,50.42,0
2024-10-01,Z05,Este,urbana_premium,94471,94.23,48.17,27.39,86.92,0.83,53.7,0
2024-11-01,Z05,Este,urbana_premium,94471,94.05,49.98,27.78,88.25,0.84,55.85,0
2024-12-01,Z05,Este,urbana_premium,94471,94.24,51.57,27.48,89.49,0.69,55.95,0
2025-01-01,Z05,Este,urbana_premium,94471,93.92,52.83,27.46,90.88,0.76,54.76,0
2025-02-01,Z05,Este,urbana_premium,94471,93.74,54.32,26.8,91.52,0.77,55.12,0
2025-03-01,Z05,Este,urbana_premium,94471,93.88,55.67,26.41,92.13,0.64,56.05,0
2025-04-01,Z05,Este,urbana_premium,94471,93.88,,26.67,92.68,0.58,53.88,0
2025-05-01,Z05,Este,urbana_premium,94471,93.76,58.86,25.69,94.34,0.54,59.66,0
2025-06-01,Z05,Este,urbana_premium,94471,93.84,60.53,25.24,94.6,0.67,54.98,0
2025-07-01,Z05,Este,urbana_premium,94471,93.53,62.04,24.95,95.42,0.67,58.24,0
2025-08-01,Z05,Este,urbana_premium,94471,93.85,63.96,24.83,96.29,0.67,59.05,0
2025-09-01,Z05,Este,urbana_premium,94471,94.02,65.56,24.68,97.34,0.48,58.65,0
2025-10-01,Z05,Este,urbana_premium,94471,93.8,67.04,24.48,95.9,0.47,59.74,0
2025-11-01,Z05,Este,urbana_premium,94471,94.3,69.08,24.3,95.78,0.47,59.38,0
2025-12-01,Z05,Este,urbana_premium,94471,94.19,70.32,24.37,94.81,0.52,62.73,0
2023-01-01,Z06,Sur,rural,19752,82.37,4.29,52.53,33.56,2.86,20.63,0
2023-02-01,Z06,Sur,rural,19752,82.23,4.75,53.81,32.82,2.98,22.45,0
2023-03-01,Z06,Sur,rural,19752,82.52,4.59,53.9,33.53,2.95,17.81,0
2023-04-01,Z06,Sur,rural-1,19752,82.27,5.05,54.42,32.36,2.97,18.54,0
2023-05-01,Z06,Sur,rural,19752,82.03,6.01,55.01,32.64,3.02,19.42,0
2023-06-01,Z06,Sur,rural,19752,81.9,5.67,54.73,30.77,2.94,17.56,0
2023-07-01,Z06,Sur,rural,19752,82.17,6.24,55.77,31.12,3.12,18.34,0
2023-08-01,Z06,Sur,suburbanx,19752,82.21,7.0,55.67,31.48,3.24,19.2,0
2023-09-01,Z06,Sur,rural,19752,81.94,7.26,55.91,31.6,3.23,19.91,0
2023-10-01,Z06,Sur,rural,19752,82.06,8.05,56.72,-32.45,3.2,22.79,0
2023-11-01,Z06,Sur,rural,19752,81.95,8.88,56.58,31.87,3.12,20.2,0
2023-12-01,Z06,Sur,rural,19752,81.68,9.63,57.09,31.29,3.22,19.29,0
2024-01-01,Z06,Sur,rural,19752,81.67,10.29,56.68,32.93,3.22,22.27,0
2024-02-01,Z06,Sur,rural,19752,81.78,10.93,56.12,32.9,3.24,19.9,0
2024-03-01,Z06,Sur,rural,19752,81.97,11.53,56.1,34.25,3.35,21.06,0
2024-04-01,Z06,Sur,rural,19752,,11.82,55.72,33.8,3.43,22.34,0
2024-05-01,Z06,Sur,rural,19752,81.99,12.64,54.35,32.64,3.4,22.18,0
2024-06-01,Z06,Sur,rural,19752,82.04,12.79,54.23,35.07,3.36,22.65,0
2024-07-01,Z06,Sur,rural,19752,81.95,13.3,53.07,35.69,3.32,20.31,0
2024-08-01,Z06,Sur,rural,19752,81.84,13.65,52.66,36.21,3.05,23.76,0
2024-09-01,Z06,Sur,rural-1,19752,82.03,,51.56,36.01,3.08,19.15,0
2024-10-01,Z06,Sur,rural,19752,81.96,14.7,52.15,36.32,3.03,24.24,0
2024-11-01,Z06,Sur,rural,19752,82.3,15.4,52.26,36.14,3.03,22.79,0
2024-12-01,Z06,Sur,rural,19752,82.11,16.12,51.37,37.48,3.0,24.65,0
2025-01-01,Z06,Sur,rural,19752,81.79,16.77,51.69,37.01,2.82,25.45,0
2025-02-01,Z06,Sur,rural,19752,81.9,17.54,52.36,38.58,2.81,28.65,0
2025-03-01,Z06,Sur,rural,19752,81.89,17.97,52.13,39.77,2.71,23.31,0
2025-04-01,Z06,Sur,rural,19752,82.34,18.71,51.41,41.05,2.67,25.34,0
2025-05-01,Z06,Sur,rural,19752,82.34,19.03,51.38,42.76,2.68,25.4,0
2025-06-01,Z06,Sur,rural,19752,82.15,19.64,51.1,42.27,2.73,23.39,0
2025-07-01,Z06,Sur,rural,19752,82.26,20.26,51.2,41.37,2.81,28.1,0
2025-08-01,Z06,Sur,rural,19752,82.35,20.6,51.51,41.88,2.65,26.44,0
2025-09-01,Z06,Sur,rural,19752,,21.51,51.48,42.11,2.79,28.61,0
2025-10-01,Z06,Sur,rural,19752,81.7,22.12,51.37,40.69,2.8,28.22,0
2025-11-01,Z06,Sur,rural,19752,81.6,22.89,51.03,40.44,2.93,25.71,0
2025-12-01,Z06,Sur,rural,19752,81.8,23.07,52.11,41.14,2.92,27.59,0
2023-01-01,Z07,Centro,rural,15473,80.91,4.99,54.66,-32.06,2.9,19.1,0
2023-02-01,Z07,Centro,rural,15473,81.16,5.41,54.14,32.91,3.05,17.51,0
2023-03-01,Z07,Centro,rural,15473,81.81,5.59,54.99,32.5,3.06,19.02,0
2023-04-01,Z07,Centro,rural,15473,81.94,5.99,55.3,31.44,3.16,20.84,0
2023-05-01,Z07,Centro,rural,15473,82.08,6.29,55.38,30.63,3.13,17.18,0
2023-06-01,Z07,Centro,rural,15473,82.1,6.48,55.41,28.51,3.09,21.24,0
2023-07-01,Z07,Centro,rural,15473,81.95,6.9,55.04,30.31,3.15,20.18,0
2023-08-01,Z07,Centro,rural,15473,82.38,7.66,55.28,30.05,3.2,21.12,0
2023-09-01,Z07,Centro,rural,15473,82.25,7.91,56.26,30.26,3.43,20.34,0
2023-10-01,Z07,Centro,rural,15473,82.5,8.44,56.7,30.02,3.36,21.27,0
2023-11-01,Z07,Centro,rural,15473,82.52,8.92,55.96,29.45,3.26,18.18,0
2023-12-01,Z07,Centro,rural,15473,82.39,9.69,55.97,28.5,3.28,20.67,0
2024-01-01,Z07,Centro,rural,15473,82.65,9.79,,30.95,3.33,22.23,0
2024-02-01,Z07,Centro,rural,15473,82.47,10.48,56.01,30.94,3.39,19.38,0
2024-03-01,Z07,Centro,rural,15473,82.39,11.1,55.48,31.72,3.3,20.11,0
2024-04-01,Z07,Centro,rural,15473,82.21,11.4,55.42,31.61,3.33,19.89,0
2024-05-01,Z07,Centro,rural,15473,82.05,11.91,55.71,32.87,3.25,22.54,0
2024-06-01,Z07,Centro,rural,15473,81.65,12.59,56.09,33.83,3.2,22.55,0
2024-07-01,Z07,Centro,rural,15473,81.92,12.77,54.58,34.79,3.09,24.25,0
2024-08-01,Z07,Centro,rural,15473,81.89,13.1,53.57,33.47,3.02,22.09,0
2024-09-01,Z07,Centro,rural,15473,81.84,14.23,53.86,34.71,2.82,23.79,0
2024-10-01,Z07,Centro,rural,15473,81.99,15.01,53.84,35.05,2.96,21.85,0
2024-11-01,Z07,Centro,rural,15473,82.13,15.26,52.85,37.5,2.88,25.06,0
2024-12-01,Z07,Centro,rural,15473,82.13,16.0,53.1,38.09,2.69,22.93,0
2025-01-01,Z07,Centro,rural,15473,82.19,17.41,50.87,40.1,2.48,24.57,0
2025-02-01,Z07,Centro,rural,15473,81.89,,49.62,42.77,2.44,25.3,0
2025-03-01,Z07,Centro,rural,15473,81.85,19.35,48.65,43.31,2.27,25.08,0
2025-04-01,Z07,Centro,rural,15473,81.69,20.24,48.63,43.45,2.22,25.9,0
2025-05-01,Z07,Centro,rural,15473,81.84,21.01,47.63,43.86,2.19,28.33,0
2025-06-01,Z07,Centro,rural,15473,,21.81,48.11,45.01,2.21,25.75,0
2025-07-01,Z07,Centro,rural,15473,81.62,22.08,46.89,46.64,2.12,26.6,0
2025-08-01,Z07,Centro,rural,15473,81.49,22.5,47.04,46.52,2.17,27.96,0
2025-09-01,Z07,Centro,rural,15473,81.7,23.36,47.98,46.14,2.19,29.37,0
2025-10-01,Z07,Centro,rural,15473,82.02,23.75,47.86,47.64,2.26,28.5,0
2025-11-01,Z07,Centro,rural,15473,81.97,24.46,,47.42,2.29,28.5,0
2025-12-01,Z07,Centro,rural,15473,81.86,25.35,49.54,46.04,2.35,27.21,0
2023-01-01,Z08,Sur,rural,17023,82.61,3.47,56.78,34.75,3.12,17.42,0
2023-02-01,Z08,Sur,rural,17023,82.28,3.84,56.32,34.06,3.19,16.42,0
2023-03-01,Z08,Sur,rural,17023,82.37,4.25,55.99,32.18,3.21,15.56,0
2023-04-01,Z08,Sur,rural,17023,82.37,4.36,55.94,31.81,3.29,18.92,0
2023-05-01,Z08,Sur,rural,17023,82.14,4.85,56.52,31.99,3.25,18.77,0
2023-06-01,Z08,Sur,rural,17023,81.81,5.59,55.61,32.24,3.28,22.79,0
2023-07-01,Z08,Sur,rural,17023,81.67,6.17,56.61,32.73,3.25,19.58,0
2023-08-01,Z08,Sur,rural,17023,81.77,6.84,56.21,32.13,3.17,19.79,0
2023-09-01,Z08,Sur,rural,17023,81.92,7.38,55.52,32.54,3.26,18.91,0
2023-10-01,Z08,Sur,rural,17023,81.89,7.62,55.29,31.75,3.4,19.04,0
2023-11-01,Z08,Sur,rural,17023,82.04,8.21,55.66,31.58,3.46,19.48,0
2023-12-01,Z08,Sur,rural,17023,81.75,8.59,55.52,30.75,3.47,19.41,0
2024-01-01,Z08,Sur,rural,17023,82.25,8.96,55.69,30.4,3.39,20.88,0
2024-02-01,Z08,Sur,rural,17023,81.76,9.87,56.49,30.83,3.39,22.06,0
2024-03-01,Z08,Sur,rural,17023,81.8,10.49,55.07,32.13,3.34,19.51,0
2024-04-01,Z08,Sur,rural,17023,81.88,11.1,54.75,33.22,3.2,23.04,0
2024-05-01,Z08,Sur,rural,17023,81.67,11.69,55.51,34.59,3.19,20.12,0
2024-06-01,Z08,Sur,rural,17023,81.67,12.46,55.07,34.87,3.15,21.57,0
2024-07-01,Z08,Sur,rural,17023,81.51,13.04,55.03,34.33,3.09,20.7,0
2024-08-01,Z08,Sur,rural,17023,81.68,13.65,55.12,35.59,2.94,23.43,0
2024-09-01,Z08,Sur,rural,17023,81.63,14.22,54.54,35.95,2.99,21.51,0
2024-10-01,Z08,Sur,rural,17023,81.63,14.78,53.62,37.62,2.98,25.66,0
2024-11-01,Z08,Sur,rural,17023,82.15,15.26,53.15,37.28,2.85,22.83,0
2024-12-01,Z08,Sur,rural,17023,81.92,15.77,52.63,37.2,2.87,22.42,0
2025-01-01,Z08,Sur,rural,17023,82.45,16.45,52.28,37.25,2.93,26.23,0
2025-02-01,Z08,Sur,rural,17023,82.37,16.89,52.03,37.55,2.95,25.9,0
2025-03-01,Z08,Sur,rural,17023,82.27,17.12,51.26,39.24,2.94,26.55,0
2025-04-01,Z08,Sur,rural,17023,81.9,18.12,51.59,38.75,2.83,25.29,0
2025-05-01,Z08,Sur,rural,17023,81.88,18.48,51.2,39.46,2.76,24.25,0
2025-06-01,Z08,Sur,rural,17023,81.84,19.34,51.28,40.02,2.69,25.56,0
2025-07-01,Z08,Sur,rural,17023,81.54,20.26,51.16,40.67,2.75,22.61,0
2025-08-01,Z08,Sur,rural,17023,81.32,21.02,51.1,41.21,2.7,26.69,0
2025-09-01,Z08,Sur,rural,17023,81.69,21.79,51.0,39.85,2.77,28.03,0
2025-10-01,Z08,Sur,rural,17023,81.9,22.18,51.41,41.06,2.89,25.24,0
2025-11-01,Z08,Sur,rural,17023,81.89,23.03,51.49,40.36,2.92,27.66,0
2025-12-01,Z08,Sur,rural,17023,81.94,23.67,51.48,41.74,2.85,26.31,0
