cliente_id,Mes,tipo_zona,Suma de churn,Avg Satisfaccion,tipo_plan,Promedio de ingreso_estimado,Suma de importe_total,Promedio de antiguedad_meses
C000003,septiembre,suburbana,0,37.5,Prepago,"18360,00",9238,"110,00"
C000003,octubre,suburbana,0,50,Prepago,"18360,00",9238,"110,00"
C000003,noviembre,suburbana,0,40,Prepago,"18360,00",9254,"110,00"
C000003,diciembre,suburbana,0,40,Prepago,"18360,00",9284,"110,00"
C000004,enero,suburbana,0,45,Prepago,"23180,00",6668,"130,00"
C000004,febrero,suburbana,0,34.54545454545455,Prepago,"23180,00",5174,"130,00"
C000004,marzo,suburbana,0,34,Prepago,"23180,00",8931,"130,00"
C000004,abril,suburbana,0,40,Prepago,"23180,00",8571,"130,00"
C000004,mayo,suburbana,0,40,Prepago,"23180,00",9989,"130,00"
C000004,junio,suburbana,0,50,Prepago,"23180,00",10542,"130,00"
C000004,julio,suburbana,0,40,Prepago,"23180,00",9274,"130,00"
C000004,agosto,suburbana,0,42.5,Prepago,"23180,00",9151,"130,00"
C000004,septiembre,suburbana,0,34,Prepago,"23180,00",7568,"130,00"
C000004,octubre,suburbana,0,,Prepago,,6736,
C000004,noviembre,suburbana,0,30,Prepago,"23180,00",6618,"130,00"
C000004,diciembre,suburbana,0,50,Prepago,"23180,00",6435,"130,00"
C000005,enero,suburbana,0,36.666666666666664,Contrato,"21840,00",27739,"210,00"
C000005,febrero,suburbana,0,40,Contrato,"21840,00",28138,"210,00"
C000005,marzo,suburbana,0,30,Contrato,"21840,00",19256,"210,00"
C000005,abril,suburbana,0,35,Contrato,"21840,00",28589,"210,00"
C000005,mayo,suburbana,0,35,Contrato,"21840,00",30817,"210,00"
C000005,junio,suburbana,0,30,Contrato,"21840,00",31597,"210,00"
C000005,julio,suburbana,0,30,Contrato,"21840,00",31803,"210,00"
C000005,agosto,suburbana,0,40,Contrato,"21840,00",22442,"210,00"
C000005,septiembre,suburbana,0,37.5,Contrato,"21840,00",28464,"210,00"
C000005,octubre,suburbana,0,35,Contrato,"21840,00",19590,"210,00"
C000005,noviembre,suburbana,0,37.5,Contrato,"21840,00",19315,"210,00"
C000005,diciembre,suburbana,0,35,Contrato,"21840,00",28055,"210,00"
C000006,enero,suburbana,0,50,Prepago,"24110,00",16417,"860,00"
C000006,febrero,suburbana,0,27.5,Prepago,"24110,00",18098,"860,00"
C000006,marzo,suburbana,0,30,Prepago,"24110,00",7733,"860,00"
C000006,abril,suburbana,0,,Prepago,,20714,
C000006,mayo,suburbana,0,30,Prepago,"24110,00",21110,"860,00"
C000006,junio,suburbana,0,,Prepago,,28368,
C000006,julio,suburbana,0,37.5,Prepago,"24110,00",28738,"860,00"
C000006,agosto,suburbana,0,25,Prepago,"24110,00",18260,"860,00"
C000006,septiembre,suburbana,0,38,Prepago,"24110,00",17521,"860,00"
C000006,octubre,suburbana,0,33.333333333333336,Prepago,"24110,00",16825,"860,00"
C000006,noviembre,suburbana,0,33.333333333333336,Prepago,"24110,00",11078,"860,00"
C000006,diciembre,suburbana,0,30,Prepago,"24110,00",15645,"860,00"
C000007,enero,urbana_premium,0,30,Prepago,"23690,00",23899,"150,00"
C000007,febrero,urbana_premium,0,40,Prepago,"23690,00",23731,"150,00"
C000007,marzo,urbana_premium,0,35,Prepago,"23690,00",24694,"150,00"
C000007,abril,urbana_premium,0,36.666666666666664,Prepago,"23690,00",24735,"150,00"
C000007,mayo,urbana_premium,0,20,Prepago,"23690,00",18210,"150,00"
C000007,junio,urbana_premium,0,30,Prepago,"23690,00",27577,"150,00"
C000007,julio,urbana_premium,0,38,Prepago,"23690,00",27362,"150,00"
C000007,agosto,urbana_premium,0,50,Prepago,"23690,00",25213,"150,00"
C000007,septiembre,urbana_premium,0,37.5,Prepago,"23690,00",24671,"150,00"
C000007,octubre,urbana_premium,0,33.333333333333336,Prepago,"23690,00",16357,"150,00"
C000007,noviembre,urbana_premium,0,,Prepago,,22832,
C000007,diciembre,urbana_premium,0,40,Prepago,"23690,00",15655,"150,00"
C000008,enero,urbana_premium,0,37.5,Premium,"80880,00",41850,"640,00"
C000008,febrero,urbana_premium,0,45,Premium,"80880,00",29352,"640,00"
C000008,marzo,urbana_premium,0,36.666666666666664,Premium,"80880,00",31189,"640,00"
C000008,abril,urbana_premium,0,32.5,Premium,"80880,00",44244,"640,00"
C000008,mayo,urbana_premium,0,34,Premium,"80880,00",44545,"640,00"
C000008,junio,urbana_premium,0,40,Premium,"80880,00",45073,"640,00"
C000008,julio,urbana_premium,0,50,Premium,"80880,00",31083,"640,00"
C000008,agosto,urbana_premium,0,36.666666666666664,Premium,"80880,00",43116,"640,00"
C000008,septiembre,urbana_premium,0,40,Premium,"80880,00",41903,"640,00"
C000008,octubre,urbana_premium,0,46.666666666666664,Premium,"80880,00",27753,"640,00"
C000008,noviembre,urbana_premium,0,,Premium,,26636,
C000008,diciembre,urbana_premium,0,30,Premium,"80880,00",39534,"640,00"
C000009,enero,urbana_premium,0,35,Premium,"51910,00",73912,"250,00"
C000009,febrero,urbana_premium,0,35,Premium,"51910,00",106712,"250,00"
C000009,marzo,urbana_premium,0,40,Premium,"51910,00",107098,"250,00"
C000009,abril,urbana_premium,0,32.5,Premium,"51910,00",70313,"250,00"
C000009,mayo,urbana_premium,0,35,Premium,"51910,00",39024,"250,00"
C000009,junio,urbana_premium,0,30,Premium,"51910,00",76692,"250,00"
C000009,julio,urbana_premium,0,40,Premium,"51910,00",106952,"250,00"
C000009,agosto,urbana_premium,0,40,Premium,"51910,00",76024,"250,00"
C000009,septiembre,urbana_premium,0,46.666666666666664,Premium,"51910,00",140897,"250,00"
C000009,octubre,urbana_premium,0,,Premium,,105243,
C000009,noviembre,urbana_premium,0,35,Premium,"51910,00",105418,"250,00"
C000009,diciembre,urbana_premium,0,30,Premium,"51910,00",108802,"250,00"
C000010,enero,suburbana,0,30,Contrato,"22720,00",11880,"130,00"
C000010,febrero,suburbana,0,,Contrato,,12499,
C000010,marzo,suburbana,0,25,Contrato,"22720,00",13230,"130,00"
C000010,abril,suburbana,0,26.666666666666668,Contrato,"22720,00",14101,"130,00"
C000010,mayo,suburbana,0,37.5,Contrato,"22720,00",16115,"130,00"
C000010,junio,suburbana,0,27.5,Contrato,"22720,00",14391,"130,00"
C000010,julio,suburbana,0,30,Contrato,"22720,00",10271,"130,00"
C000010,agosto,suburbana,0,50,Contrato,"22720,00",8796,"130,00"
C000010,septiembre,suburbana,0,40,Contrato,"22720,00",11382,"130,00"
C000010,octubre,suburbana,0,30,Contrato,"22720,00",7573,"130,00"
C000010,noviembre,suburbana,0,40,Contrato,"22720,00",10484,"130,00"
C000010,diciembre,suburbana,0,30,Contrato,"22720,00",10628,"130,00"
C000011,enero,suburbana,0,27.5,Prepago,"29970,00",4872,"230,00"
C000011,febrero,suburbana,0,38,Prepago,"29970,00",7308,"230,00"
C000011,marzo,suburbana,0,45,Prepago,"29970,00",7609,"230,00"
C000011,abril,suburbana,0,35,Prepago,"29970,00",2744,"230,00"
C000011,mayo,suburbana,0,31.666666666666668,Prepago,"29970,00",8740,"230,00"
C000011,junio,suburbana,0,33.333333333333336,Prepago,"29970,00",8737,"230,00"
C000011,julio,suburbana,0,50,Prepago,"29970,00",8478,"230,00"
C000011,agosto,suburbana,0,43.333333333333336,Prepago,"29970,00",5398,"230,00"
C000011,septiembre,suburbana,0,28,Prepago,"29970,00",5711,"230,00"
C000011,octubre,suburbana,0,32,Prepago,"29970,00",4971,"230,00"
C000011,noviembre,suburbana,0,40,Prepago,"29970,00",5181,"230,00"
C000011,diciembre,suburbana,0,40,Prepago,"29970,00",3652,"230,00"
C000012,enero,urbana_premium,0,30,Prepago,"32870,00",29987,"50,00"
C000012,febrero,urbana_premium,0,35.714285714285715,Prepago,"32870,00",21634,"50,00"
C000012,marzo,urbana_premium,0,45,Prepago,"32870,00",31660,"50,00"
C000012,abril,urbana_premium,0,26.666666666666668,Prepago,"32870,00",33736,"50,00"
C000012,mayo,urbana_premium,0,,Prepago,,45796,
C000012,junio,urbana_premium,0,35,Prepago,"32870,00",23069,"50,00"
C000012,julio,urbana_premium,0,32.5,Prepago,"32870,00",32415,"50,00"
C000012,agosto,urbana_premium,0,38,Prepago,"32870,00",11295,"50,00"
C000012,septiembre,urbana_premium,0,30,Prepago,"32870,00",30329,"50,00"
C000012,octubre,urbana_premium,0,40,Prepago,"32870,00",29509,"50,00"
C000012,noviembre,urbana_premium,0,40,Prepago,"32870,00",29207,"50,00"
C000012,diciembre,urbana_premium,0,33.333333333333336,Prepago,"32870,00",28735,"50,00"
C000013,enero,suburbana,0,,Prepago,,5216,
C000013,febrero,suburbana,0,27.5,Prepago,"31480,00",7564,"380,00"
C000013,marzo,suburbana,0,26,Prepago,"31480,00",9974,"380,00"
C000013,abril,suburbana,0,40,Prepago,"31480,00",9822,"380,00"
C000013,mayo,suburbana,0,38.57142857142857,Prepago,"31480,00",7080,"380,00"
C000013,junio,suburbana,0,43.333333333333336,Prepago,"31480,00",6079,"380,00"
C000013,julio,suburbana,0,50,Prepago,"31480,00",4733,"380,00"
C000013,agosto,suburbana,0,30,Prepago,"31480,00",7744,"380,00"
C000013,septiembre,suburbana,0,40,Prepago,"31480,00",6804,"380,00"
C000013,octubre,suburbana,0,,Prepago,,6619,
C000013,noviembre,suburbana,0,35,Prepago,"31480,00",6703,"380,00"
C000013,diciembre,suburbana,0,35,Prepago,"31480,00",7593,"380,00"
C000014,enero,urbana_premium,0,40,Premium,"29260,00",113332,"350,00"
C000014,febrero,urbana_premium,0,30,Premium,"29260,00",112969,"350,00"
C000014,marzo,urbana_premium,0,42,Premium,"29260,00",116519,"350,00"
C000014,abril,urbana_premium,0,33.333333333333336,Premium,"29260,00",117035,"350,00"
C000014,mayo,urbana_premium,0,,Premium,"29260,00",118411,"350,00"
C000014,junio,urbana_premium,0,35,Premium,"29260,00",82992,"350,00"
C000014,julio,urbana_premium,0,,Premium,,81720,
C000014,agosto,urbana_premium,0,50,Premium,"29260,00",118061,"350,00"
C000014,septiembre,urbana_premium,0,35,Premium,"29260,00",115680,"350,00"
C000014,octubre,urbana_premium,0,45,Premium,"29260,00",113445,"350,00"
C000014,noviembre,urbana_premium,0,27.5,Premium,"29260,00",78572,"350,00"
C000014,diciembre,urbana_premium,0,36.666666666666664,Premium,"29260,00",45738,"350,00"
C000015,enero,suburbana,0,50,Contrato,"17490,00",19980,"320,00"
C000015,febrero,suburbana,0,50,Contrato,"17490,00",29697,"320,00"
C000015,marzo,suburbana,0,43.333333333333336,Contrato,"17490,00",30413,"320,00"
C000015,abril,suburbana,0,40,Contrato,"17490,00",21229,"320,00"
C000015,mayo,suburbana,0,40,Contrato,"17490,00",21964,"320,00"
C000015,junio,suburbana,0,26.666666666666668,Contrato,"17490,00",31989,"320,00"
C000015,julio,suburbana,0,27.5,Contrato,"17490,00",32404,"320,00"
C000015,agosto,suburbana,0,33.333333333333336,Contrato,"17490,00",20852,"320,00"
C000015,septiembre,suburbana,0,40,Contrato,"17490,00",29480,"320,00"
C000015,octubre,suburbana,0,50,Contrato,"17490,00",28547,"320,00"
C000015,noviembre,suburbana,0,35,Contrato,"17490,00",28431,"320,00"
C000015,diciembre,suburbana,0,30,Contrato,"17490,00",28431,"320,00"
C000016,enero,urbana_premium,0,45,Prepago,"31330,00",17954,"630,00"
C000016,febrero,urbana_premium,0,30,Prepago,"31330,00",19584,"630,00"
C000016,marzo,urbana_premium,0,40,Prepago,"31330,00",13529,"630,00"
C000016,abril,urbana_premium,0,40,Prepago,"31330,00",20069,"630,00"
C000016,mayo,urbana_premium,0,32,Prepago,"31330,00",14019,"630,00"
C000016,junio,urbana_premium,0,36,Prepago,"31330,00",21702,"630,00"
C000016,julio,urbana_premium,0,25,Prepago,"31330,00",20632,"630,00"
C000016,agosto,urbana_premium,0,35,Prepago,"31330,00",19334,"630,00"
C000016,septiembre,urbana_premium,0,40,Prepago,"31330,00",18016,"630,00"
C000016,octubre,urbana_premium,0,50,Prepago,"31330,00",17643,"630,00"
C000016,noviembre,urbana_premium,0,34,Prepago,"31330,00",17643,"630,00"
C000016,diciembre,urbana_premium,0,26.666666666666668,Prepago,"31330,00",17900,"630,00"
C000017,enero,suburbana,0,,Contrato,,20533,
C000017,febrero,suburbana,0,35,Contrato,"48340,00",20904,"210,00"
C000017,marzo,suburbana,0,20,Contrato,"48340,00",29801,"210,00"
C000017,abril,suburbana,0,25,Contrato,"48340,00",30943,"210,00"
C000017,mayo,suburbana,0,37.5,Contrato,"48340,00",31123,"210,00"
C000017,junio,suburbana,0,36.666666666666664,Contrato,"48340,00",20287,"210,00"
C000017,julio,suburbana,0,38,Contrato,"48340,00",20280,"210,00"
C000017,agosto,suburbana,0,30,Contrato,"48340,00",21607,"210,00"
C000017,septiembre,suburbana,0,26.666666666666668,Contrato,"48340,00",11593,"210,00"
C000017,octubre,suburbana,0,40,Contrato,"48340,00",11719,"210,00"
C000017,noviembre,suburbana,0,35,Contrato,"48340,00",11525,"210,00"
C000017,diciembre,suburbana,0,35,Contrato,"48340,00",28682,"210,00"
C000018,enero,suburbana,0,50,Contrato,"17730,00",20525,"230,00"
C000018,febrero,suburbana,0,38.333333333333336,Contrato,"17730,00",21917,"230,00"
C000018,marzo,suburbana,0,28.333333333333332,Contrato,"17730,00",20957,"230,00"
C000018,abril,suburbana,0,35,Contrato,"17730,00",25067,"230,00"
C000018,mayo,suburbana,0,30,Contrato,"17730,00",24854,"230,00"
C000018,junio,suburbana,0,36.666666666666664,Contrato,"17730,00",24265,"230,00"
C000018,julio,suburbana,0,30,Contrato,"17730,00",28909,"230,00"
C000018,agosto,suburbana,0,37.5,Contrato,"17730,00",14689,"230,00"
C000018,septiembre,suburbana,0,30,Contrato,"17730,00",25585,"230,00"
C000018,octubre,suburbana,0,40,Contrato,"17730,00",12694,"230,00"
C000018,noviembre,suburbana,0,40,Contrato,"17730,00",18947,"230,00"
C000018,diciembre,suburbana,0,36,Contrato,"17730,00",18102,"230,00"
C000019,enero,urbana_premium,0,30,Premium,"56190,00",55857,"410,00"
C000019,febrero,urbana_premium,0,35,Premium,"56190,00",36625,"410,00"
C000019,marzo,urbana_premium,0,30,Premium,"56190,00",54436,"410,00"
C000019,abril,urbana_premium,0,36.666666666666664,Premium,"56190,00",56979,"410,00"
C000019,mayo,urbana_premium,0,,Premium,,56532,
C000019,junio,urbana_premium,0,20,Premium,"56190,00",60435,"410,00"
C000019,julio,urbana_premium,0,35,Premium,"56190,00",56175,"410,00"
C000019,agosto,urbana_premium,0,40,Premium,"56190,00",42600,"410,00"
C000019,septiembre,urbana_premium,0,50,Premium,"56190,00",57650,"410,00"
C000019,octubre,urbana_premium,0,30,Premium,"56190,00",56765,"410,00"
C000019,noviembre,urbana_premium,0,30,Premium,"56190,00",38400,"410,00"
C000019,diciembre,urbana_premium,0,50,Premium,"56190,00",35155,"410,00"
C000020,enero,suburbana,0,,Contrato,,23954,
C000020,febrero,suburbana,0,37.5,Contrato,"36260,00",24483,"100,00"
C000020,marzo,suburbana,0,33.333333333333336,Contrato,"36260,00",24788,"100,00"
C000020,abril,suburbana,0,25,Contrato,"36260,00",25062,"100,00"
C000020,mayo,suburbana,0,36,Contrato,"36260,00",25624,"100,00"
C000020,junio,suburbana,0,40,Contrato,"36260,00",26071,"100,00"
C000020,julio,suburbana,0,30,Contrato,"36260,00",18477,"100,00"
C000020,agosto,suburbana,0,,Contrato,"36260,00",16935,"100,00"
C000020,septiembre,suburbana,0,35,Contrato,"36260,00",24063,"100,00"
C000020,octubre,suburbana,0,45,Contrato,"36260,00",23560,"100,00"
C000020,noviembre,suburbana,0,34,Contrato,"36260,00",23469,"100,00"
C000020,diciembre,suburbana,0,40,Contrato,"36260,00",23863,"100,00"
C000021,enero,urbana_premium,0,40,Prepago,"33280,00",10745,"50,00"
C000021,febrero,urbana_premium,0,30,Prepago,"33280,00",10745,"50,00"
C000021,marzo,urbana_premium,0,,Prepago,,12597,
C000021,abril,urbana_premium,0,42.5,Prepago,"33280,00",13012,"50,00"
C000021,mayo,urbana_premium,0,45,Prepago,"33280,00",13930,"50,00"
C000021,junio,urbana_premium,0,35,Prepago,"33280,00",9655,"50,00"
C000021,julio,urbana_premium,0,45,Prepago,"33280,00",9052,"50,00"
C000021,agosto,urbana_premium,0,33.333333333333336,Prepago,"33280,00",13217,"50,00"
C000021,septiembre,urbana_premium,0,35,Prepago,"33280,00",12748,"50,00"
C000021,octubre,urbana_premium,0,40,Prepago,"33280,00",10999,"50,00"
C000021,noviembre,urbana_premium,0,30,Prepago,"33280,00",7016,"50,00"
C000021,diciembre,urbana_premium,0,35,Prepago,"33280,00",7016,"50,00"
C000022,enero,suburbana,1,37.5,Contrato,"38760,00",8567,"90,00"
C000022,febrero,suburbana,0,40,Contrato,"38760,00",4966,"90,00"
C000022,marzo,suburbana,0,40,Contrato,"38760,00",5196,"90,00"
C000022,abril,suburbana,0,30,Contrato,"38760,00",581,"90,00"
C000022,mayo,suburbana,0,35,Contrato,"38760,00",620,"90,00"
C000022,junio,suburbana,0,,Contrato,,5613,
C000022,julio,suburbana,0,,Contrato,,5443,
C000022,agosto,suburbana,0,30,Contrato,"38760,00",5291,"90,00"
C000022,septiembre,suburbana,0,32,Contrato,"38760,00",4679,"90,00"
C000022,octubre,suburbana,0,30,Contrato,"38760,00",4488,"90,00"
C000022,noviembre,suburbana,0,40,Contrato,"38760,00",3979,"90,00"
C000022,diciembre,suburbana,0,45,Contrato,"38760,00",3925,"90,00"
C000023,enero,urbana_premium,0,,Premium,,35053,
C000023,febrero,urbana_premium,0,,Premium,,49241,
C000023,marzo,urbana_premium,0,30,Premium,"41180,00",37198,"140,00"
C000023,abril,urbana_premium,0,30,Premium,"41180,00",36418,"140,00"
C000023,mayo,urbana_premium,0,40,Premium,"41180,00",55220,"140,00"
C000023,junio,urbana_premium,0,36.666666666666664,Premium,"41180,00",53667,"140,00"
C000023,julio,urbana_premium,0,40,Premium,"41180,00",55553,"140,00"
C000023,agosto,urbana_premium,0,40,Premium,"41180,00",33722,"140,00"
C000023,septiembre,urbana_premium,0,45,Premium,"41180,00",52314,"140,00"
C000023,octubre,urbana_premium,0,30,Premium,"41180,00",37119,"140,00"
C000023,noviembre,urbana_premium,0,30,Premium,"41180,00",67409,"140,00"
C000023,diciembre,urbana_premium,0,35,Premium,"41180,00",33825,"140,00"
C000024,enero,urbana_premium,0,36,Premium,"18110,00",24114,"490,00"
C000024,febrero,urbana_premium,0,31.666666666666668,Premium,"18110,00",42327,"490,00"
C000024,marzo,urbana_premium,0,20,Premium,"18110,00",22517,"490,00"
C000024,abril,urbana_premium,0,30,Premium,"18110,00",44577,"490,00"
C000024,mayo,urbana_premium,0,45,Premium,"18110,00",43310,"490,00"
C000024,junio,urbana_premium,0,40,Premium,"18110,00",46071,"490,00"
C000024,julio,urbana_premium,0,32.5,Premium,"18110,00",44890,"490,00"
C000024,agosto,urbana_premium,0,33.333333333333336,Premium,"18110,00",62564,"490,00"
C000024,septiembre,urbana_premium,0,40,Premium,"18110,00",61695,"490,00"
C000024,octubre,urbana_premium,0,37.5,Premium,"18110,00",24711,"490,00"
C000024,noviembre,urbana_premium,0,20,Premium,"18110,00",25068,"490,00"
C000024,diciembre,urbana_premium,0,,Premium,,6059,
C000025,enero,urbana_premium,0,,Premium,,32902,
C000025,febrero,urbana_premium,0,30,Premium,"33220,00",46689,"210,00"
C000025,marzo,urbana_premium,0,,Premium,,49036,
C000025,abril,urbana_premium,0,36.666666666666664,Premium,"33220,00",46946,"210,00"
C000025,mayo,urbana_premium,0,33.333333333333336,Premium,"33220,00",19538,"210,00"
C000025,junio,urbana_premium,0,33.333333333333336,Premium,"33220,00",37456,"210,00"
C000025,julio,urbana_premium,0,,Premium,,35512,
C000025,agosto,urbana_premium,0,23.333333333333332,Premium,"33220,00",47545,"210,00"
C000025,septiembre,urbana_premium,0,36,Premium,"33220,00",48149,"210,00"
C000025,octubre,urbana_premium,0,30,Premium,"33220,00",47337,"210,00"
C000025,noviembre,urbana_premium,0,20,Premium,"33220,00",49975,"210,00"
C000025,diciembre,urbana_premium,0,40,Premium,"33220,00",48438,"210,00"
C000026,enero,rural,0,20,Prepago,"20360,00",13018,"280,00"
C000026,febrero,rural,0,21.666666666666668,Prepago,"20360,00",14357,"280,00"
C000026,marzo,rural,0,37.142857142857146,Prepago,"20360,00",14095,"280,00"
C000026,abril,rural,0,26.666666666666668,Prepago,"20360,00",14993,"280,00"
C000026,mayo,rural,0,28,Prepago,"20360,00",10535,"280,00"
C000026,junio,rural,0,30,Prepago,"20360,00",13947,"280,00"
C000026,julio,rural,0,35,Prepago,"20360,00",12861,"280,00"
C000026,agosto,rural,0,41.25,Prepago,"20360,00",8193,"280,00"
C000026,septiembre,rural,0,32.5,Prepago,"20360,00",11484,"280,00"
C000026,octubre,rural,0,30,Prepago,"20360,00",8045,"280,00"
C000026,noviembre,rural,0,36.666666666666664,Prepago,"20360,00",11704,"280,00"
C000026,diciembre,rural,0,26.666666666666668,Prepago,"20360,00",11819,"280,00"
C000027,enero,urbana_premium,0,40,Premium,"63470,00",67887,"320,00"
C000027,febrero,urbana_premium,0,36.666666666666664,Premium,"63470,00",90888,"320,00"
C000027,marzo,urbana_premium,0,40,Premium,"63470,00",47980,"320,00"
C000027,abril,urbana_premium,0,40,Premium,"63470,00",73659,"320,00"
C000027,mayo,urbana_premium,0,40,Premium,"63470,00",51168,"320,00"
C000027,junio,urbana_premium,0,37.5,Premium,"63470,00",74581,"320,00"
C000027,julio,urbana_premium,0,40,Premium,"63470,00",70408,"320,00"
C000027,agosto,urbana_premium,0,40,Premium,"63470,00",67381,"320,00"
C000027,septiembre,urbana_premium,0,50,Premium,"63470,00",69644,"320,00"
C000027,octubre,urbana_premium,0,20,Premium,"63470,00",66755,"320,00"
C000027,noviembre,urbana_premium,0,,Premium,,48870,
C000027,diciembre,urbana_premium,0,40,Premium,"63470,00",66162,"320,00"
C000028,enero,suburbana,0,32.5,Premium,"25910,00",98348,"660,00"
C000028,febrero,suburbana,0,30,Premium,"25910,00",99535,"660,00"
C000028,marzo,suburbana,0,25,Premium,"25910,00",100345,"660,00"
C000028,abril,suburbana,0,36.666666666666664,Premium,"25910,00",100540,"660,00"
C000028,mayo,suburbana,0,50,Premium,"25910,00",102376,"660,00"
C000028,junio,suburbana,0,30,Premium,"25910,00",101961,"660,00"
C000028,julio,suburbana,0,,Premium,,99692,
C000028,agosto,suburbana,0,37.142857142857146,Premium,"25910,00",130908,"660,00"
C000028,septiembre,suburbana,0,40,Premium,"25910,00",97782,"660,00"
C000028,octubre,suburbana,0,40,Premium,"25910,00",97305,"660,00"
C000028,noviembre,suburbana,0,20,Premium,"25910,00",97353,"660,00"
C000028,diciembre,suburbana,0,30,Premium,"25910,00",65420,"660,00"
C000029,enero,urbana_premium,0,30,Prepago,"35550,00",13343,"260,00"
C000029,febrero,urbana_premium,0,37.5,Prepago,"35550,00",25099,"260,00"
C000029,marzo,urbana_premium,0,33.333333333333336,Prepago,"35550,00",20104,"260,00"
C000029,abril,urbana_premium,0,40,Prepago,"35550,00",22381,"260,00"
C000029,mayo,urbana_premium,0,30,Prepago,"35550,00",23762,"260,00"
C000029,junio,urbana_premium,0,20,Prepago,"35550,00",34302,"260,00"
C000029,julio,urbana_premium,1,45,Prepago,"35550,00",23199,"260,00"
C000029,agosto,urbana_premium,0,40,Prepago,"35550,00",12475,"260,00"
C000029,septiembre,urbana_premium,0,40,Prepago,"35550,00",12144,"260,00"
C000029,octubre,urbana_premium,0,45,Prepago,"35550,00",12144,"260,00"
C000029,noviembre,urbana_premium,0,,Prepago,,12243,
C000029,diciembre,urbana_premium,0,30,Prepago,"35550,00",12144,"260,00"
C000030,enero,suburbana,1,30,Contrato,"19850,00",34957,"90,00"
C000030,febrero,suburbana,0,,Contrato,,18401,
C000030,marzo,suburbana,0,,Contrato,,18044,
C000030,abril,suburbana,0,,Contrato,,1884,
C000030,mayo,suburbana,0,,Contrato,,18759,
C000030,junio,suburbana,0,30,Contrato,"19850,00",18172,"90,00"
C000030,julio,suburbana,0,10,Contrato,"19850,00",18559,"90,00"
C000030,agosto,suburbana,0,,Contrato,,1679,
C000030,septiembre,suburbana,0,30,Contrato,"19850,00",16669,"90,00"
C000030,octubre,suburbana,0,,Contrato,,16669,
C000030,noviembre,suburbana,0,,Contrato,"19850,00",17011,"90,00"
C000030,diciembre,suburbana,0,30,Contrato,"19850,00",16669,"90,00"
C000031,enero,rural,0,30,Contrato,"22710,00",12680,"280,00"
C000031,febrero,rural,1,31.666666666666668,Contrato,"22710,00",12851,"280,00"
C000031,marzo,rural,0,38,Contrato,"22710,00",4954,"280,00"
C000031,abril,rural,0,35,Contrato,"22710,00",9679,"280,00"
C000031,mayo,rural,0,25,Contrato,"22710,00",4604,"280,00"
C000031,junio,rural,0,40,Contrato,"22710,00",5257,"280,00"
C000031,julio,rural,0,40,Contrato,"22710,00",5449,"280,00"
C000031,agosto,rural,0,30,Contrato,"22710,00",8814,"280,00"
C000031,septiembre,rural,0,,Contrato,,8518,
C000031,octubre,rural,0,40,Contrato,"22710,00",8283,"280,00"
