cliente_id,fecha,churn
C000003,2024-09-01,0
C000003,2024-10-01,0
C000003,2024-11-01,0
C000003,2024-12-01,0
C000003,2025-01-01,0
C000003,2025-02-01,0
C000003,2025-03-01,0
C000003,2025-04-01,0
C000003,2025-05-01,0
C000003,2025-06-01,0
C000003,2025-07-01,1
C000004,2023-01-01,0
C000004,2023-02-01,0
C000004,2023-03-01,0
C000004,2023-04-01,0
C000004,2023-05-01,0
C000004,2023-06-01,0
C000004,2023-07-01,0
C000004,2023-08-01,0
C000004,2023-09-01,0
C000004,2023-10-01,0
C000004,2023-11-01,0
C000004,2023-12-01,0
C000004,2024-01-01,0
C000004,2024-02-01,0
C000004,2024-03-01,0
C000004,2024-04-01,0
C000004,2024-05-01,0
C000004,2024-06-01,0
C000004,2024-07-01,0
C000004,2024-08-01,0
C000004,2024-09-01,0
C000004,2024-10-01,0
C000004,2024-11-01,0
C000004,2024-12-01,0
C000004,2025-01-01,0
C000004,2025-02-01,0
C000004,2025-03-01,0
C000004,2025-04-01,0
C000004,2025-05-01,0
C000004,2025-06-01,0
C000004,2025-07-01,0
C000004,2025-08-01,0
C000004,2025-09-01,0
C000004,2025-10-01,0
C000004,2025-11-01,0
C000004,2025-12-01,0
C000005,2023-01-01,0
C000005,2023-02-01,0
C000005,2023-03-01,0
C000005,2023-04-01,0
C000005,2023-05-01,0
C000005,2023-06-01,0
C000005,2023-07-01,0
C000005,2023-08-01,0
C000005,2023-09-01,0
C000005,2023-10-01,0
C000005,2023-11-01,0
C000005,2023-12-01,0
C000005,2024-01-01,0
C000005,2024-02-01,0
C000005,2024-03-01,0
C000005,2024-04-01,0
C000005,2024-05-01,0
C000005,2024-06-01,0
C000005,2024-07-01,0
C000005,2024-08-01,0
C000005,2024-09-01,0
C000005,2024-10-01,0
C000005,2024-11-01,0
C000005,2024-12-01,0
C000005,2025-01-01,0
C000005,2025-02-01,0
C000005,2025-03-01,0
C000005,2025-04-01,0
C000005,2025-05-01,0
C000005,2025-06-01,0
C000005,2025-07-01,0
C000005,2025-08-01,0
C000005,2025-09-01,0
C000005,2025-10-01,0
C000005,2025-11-01,0
C000005,2025-12-01,0
C000006,2023-01-01,0
C000006,2023-02-01,0
C000006,2023-03-01,0
C000006,2023-04-01,0
C000006,2023-05-01,0
C000006,2023-06-01,0
C000006,2023-07-01,0
C000006,2023-08-01,0
C000006,2023-09-01,0
C000006,2023-10-01,0
C000006,2023-11-01,0
C000006,2023-12-01,0
C000006,2024-01-01,0
C000006,2024-02-01,0
C000006,2024-03-01,0
C000006,2024-04-01,0
C000006,2024-05-01,0
C000006,2024-06-01,0
C000006,2024-07-01,0
C000006,2024-08-01,0
C000006,2024-09-01,0
C000006,2024-10-01,0
C000006,2024-11-01,0
C000006,2024-12-01,0
C000006,2025-01-01,0
C000006,2025-02-01,0
C000006,2025-03-01,0
C000006,2025-04-01,0
C000006,2025-05-01,0
C000006,2025-06-01,0
C000006,2025-07-01,0
C000006,2025-08-01,0
C000006,2025-09-01,0
C000006,2025-10-01,0
C000006,2025-11-01,0
C000006,2025-12-01,0
C000007,2023-01-01,0
C000007,2023-02-01,0
C000007,2023-03-01,0
C000007,2023-04-01,0
C000007,2023-05-01,0
C000007,2023-06-01,0
C000007,2023-07-01,0
C000007,2023-08-01,0
C000007,2023-09-01,0
C000007,2023-10-01,0
C000007,2023-11-01,0
C000007,2023-12-01,0
C000007,2024-01-01,0
C000007,2024-02-01,0
C000007,2024-03-01,0
C000007,2024-04-01,0
C000007,2024-05-01,0
C000007,2024-06-01,0
C000007,2024-07-01,0
C000007,2024-08-01,0
C000007,2024-09-01,0
C000007,2024-10-01,0
C000007,2024-11-01,0
C000007,2024-12-01,0
C000007,2025-01-01,0
C000007,2025-02-01,0
C000007,2025-03-01,0
C000007,2025-04-01,0
C000007,2025-05-01,0
C000007,2025-06-01,0
C000007,2025-07-01,0
C000007,2025-08-01,0
C000007,2025-09-01,0
C000007,2025-10-01,0
C000007,2025-11-01,0
C000007,2025-12-01,0
C000008,2023-01-01,0
C000008,2023-02-01,0
C000008,2023-03-01,0
C000008,2023-04-01,0
C000008,2023-05-01,0
C000008,2023-06-01,0
C000008,2023-07-01,0
C000008,2023-08-01,0
C000008,2023-09-01,0
C000008,2023-10-01,0
C000008,2023-11-01,0
C000008,2023-12-01,0
C000008,2024-01-01,0
C000008,2024-02-01,0
C000008,2024-03-01,0
C000008,2024-04-01,0
C000008,2024-05-01,0
C000008,2024-06-01,0
C000008,2024-07-01,0
C000008,2024-08-01,0
C000008,2024-09-01,0
C000008,2024-10-01,0
C000008,2024-11-01,0
C000008,2024-12-01,0
C000008,2025-01-01,0
C000008,2025-02-01,0
C000008,2025-03-01,0
C000008,2025-04-01,0
C000008,2025-05-01,0
C000008,2025-06-01,0
C000008,2025-07-01,0
C000008,2025-08-01,0
C000008,2025-09-01,0
C000008,2025-10-01,0
C000008,2025-11-01,0
C000008,2025-12-01,0
C000009,2023-01-01,0
C000009,2023-02-01,0
C000009,2023-03-01,0
C000009,2023-04-01,0
C000009,2023-05-01,0
C000009,2023-06-01,0
C000009,2023-07-01,0
C000009,2023-08-01,0
C000009,2023-09-01,0
C000009,2023-10-01,0
C000009,2023-11-01,0
C000009,2023-12-01,0
C000009,2024-01-01,0
C000009,2024-02-01,0
C000009,2024-03-01,0
C000009,2024-04-01,0
C000009,2024-05-01,0
C000009,2024-06-01,0
C000009,2024-07-01,0
C000009,2024-08-01,0
C000009,2024-09-01,0
C000009,2024-10-01,0
C000009,2024-11-01,0
C000009,2024-12-01,0
C000009,2025-01-01,0
C000009,2025-02-01,0
C000009,2025-03-01,0
C000009,2025-04-01,0
C000009,2025-05-01,0
C000009,2025-06-01,0
C000009,2025-07-01,0
C000009,2025-08-01,0
C000009,2025-09-01,0
C000009,2025-10-01,0
C000009,2025-11-01,0
C000009,2025-12-01,0
C000010,2023-01-01,0
C000010,2023-02-01,0
C000010,2023-03-01,0
C000010,2023-04-01,0
C000010,2023-05-01,0
C000010,2023-06-01,0
C000010,2023-07-01,0
C000010,2023-08-01,0
C000010,2023-09-01,0
C000010,2023-10-01,0
C000010,2023-11-01,0
C000010,2023-12-01,0
C000010,2024-01-01,0
C000010,2024-02-01,0
C000010,2024-03-01,0
C000010,2024-04-01,0
C000010,2024-05-01,0
C000010,2024-06-01,0
C000010,2024-07-01,0
C000010,2024-08-01,0
C000010,2024-09-01,0
C000010,2024-10-01,0
C000010,2024-11-01,0
C000010,2024-12-01,0
C000010,2025-01-01,0
C000010,2025-02-01,0
C000010,2025-03-01,0
C000010,2025-04-01,0
C000010,2025-05-01,0
C000010,2025-06-01,0
C000010,2025-07-01,0
C000010,2025-08-01,0
C000010,2025-09-01,0
C000010,2025-10-01,0
C000010,2025-11-01,0
C000010,2025-12-01,0
C000011,2023-01-01,0
C000011,2023-02-01,0
C000011,2023-03-01,0
C000011,2023-04-01,0
C000011,2023-05-01,0
C000011,2023-06-01,0
C000011,2023-07-01,0
C000011,2023-08-01,0
C000011,2023-09-01,0
C000011,2023-10-01,0
C000011,2023-11-01,0
C000011,2023-12-01,0
C000011,2024-01-01,0
C000011,2024-02-01,0
C000011,2024-03-01,0
C000011,2024-04-01,0
C000011,2024-05-01,0
C000011,2024-06-01,0
C000011,2024-07-01,0
C000011,2024-08-01,0
C000011,2024-09-01,0
C000011,2024-10-01,0
C000011,2024-11-01,0
C000011,2024-12-01,0
C000011,2025-01-01,0
C000011,2025-02-01,0
C000011,2025-03-01,0
C000011,2025-04-01,0
C000011,2025-05-01,0
C000011,2025-06-01,0
C000011,2025-07-01,0
C000011,2025-08-01,0
C000011,2025-09-01,0
C000011,2025-10-01,0
C000011,2025-11-01,0
C000011,2025-12-01,0
C000012,2023-01-01,0
C000012,2023-02-01,0
C000012,2023-03-01,0
C000012,2023-04-01,0
C000012,2023-05-01,0
C000012,2023-06-01,0
C000012,2023-07-01,0
C000012,2023-08-01,0
C000012,2023-09-01,0
C000012,2023-10-01,0
C000012,2023-11-01,0
C000012,2023-12-01,0
C000012,2024-01-01,0
C000012,2024-02-01,0
C000012,2024-03-01,0
C000012,2024-04-01,0
C000012,2024-05-01,0
C000012,2024-06-01,0
C000012,2024-07-01,0
C000012,2024-08-01,0
C000012,2024-09-01,0
C000012,2024-10-01,0
C000012,2024-11-01,0
C000012,2024-12-01,0
C000012,2025-01-01,0
C000012,2025-02-01,0
C000012,2025-03-01,0
C000012,2025-04-01,0
C000012,2025-05-01,0
C000012,2025-06-01,0
C000012,2025-07-01,0
C000012,2025-08-01,0
C000012,2025-09-01,0
C000012,2025-10-01,0
C000012,2025-11-01,0
C000012,2025-12-01,0
C000013,2023-01-01,0
C000013,2023-02-01,0
C000013,2023-03-01,0
C000013,2023-04-01,0
C000013,2023-05-01,0
C000013,2023-06-01,0
C000013,2023-07-01,0
C000013,2023-08-01,0
C000013,2023-09-01,0
C000013,2023-10-01,0
C000013,2023-11-01,0
C000013,2023-12-01,0
C000013,2024-01-01,0
C000013,2024-02-01,0
C000013,2024-03-01,0
C000013,2024-04-01,0
C000013,2024-05-01,0
C000013,2024-06-01,0
C000013,2024-07-01,0
C000013,2024-08-01,0
C000013,2024-09-01,0
C000013,2024-10-01,0
C000013,2024-11-01,0
C000013,2024-12-01,0
C000013,2025-01-01,0
C000013,2025-02-01,0
C000013,2025-03-01,0
C000013,2025-04-01,0
C000013,2025-05-01,0
C000013,2025-06-01,0
C000013,2025-07-01,0
C000013,2025-08-01,0
C000013,2025-09-01,0
C000013,2025-10-01,0
C000013,2025-11-01,0
C000013,2025-12-01,0
C000014,2023-01-01,0
C000014,2023-02-01,0
C000014,2023-03-01,0
C000014,2023-04-01,0
C000014,2023-05-01,0
C000014,2023-06-01,0
C000014,2023-07-01,0
C000014,2023-08-01,0
C000014,2023-09-01,0
C000014,2023-10-01,0
C000014,2023-11-01,0
C000014,2023-12-01,0
C000014,2024-01-01,0
C000014,2024-02-01,0
C000014,2024-03-01,0
C000014,2024-04-01,0
C000014,2024-05-01,0
C000014,2024-06-01,0
C000014,2024-07-01,0
C000014,2024-08-01,0
C000014,2024-09-01,0
C000014,2024-10-01,0
C000014,2024-11-01,0
C000014,2024-12-01,0
C000014,2025-01-01,0
C000014,2025-02-01,0
C000014,2025-03-01,0
C000014,2025-04-01,0
C000014,2025-05-01,0
C000014,2025-06-01,0
C000014,2025-07-01,0
C000014,2025-08-01,0
C000014,2025-09-01,0
C000014,2025-10-01,0
C000014,2025-11-01,0
C000014,2025-12-01,0
C000015,2023-01-01,0
C000015,2023-02-01,0
C000015,2023-03-01,0
C000015,2023-04-01,0
C000015,2023-05-01,0
C000015,2023-06-01,0
C000015,2023-07-01,0
C000015,2023-08-01,0
C000015,2023-09-01,0
C000015,2023-10-01,0
C000015,2023-11-01,0
C000015,2023-12-01,0
C000015,2024-01-01,0
C000015,2024-02-01,0
C000015,2024-03-01,0
C000015,2024-04-01,0
C000015,2024-05-01,0
C000015,2024-06-01,0
C000015,2024-07-01,0
C000015,2024-08-01,0
C000015,2024-09-01,0
C000015,2024-10-01,0
C000015,2024-11-01,0
C000015,2024-12-01,0
C000015,2025-01-01,0
C000015,2025-02-01,0
C000015,2025-03-01,0
C000015,2025-04-01,0
C000015,2025-05-01,0
C000015,2025-06-01,0
C000015,2025-07-01,0
C000015,2025-08-01,0
C000015,2025-09-01,0
C000015,2025-10-01,0
C000015,2025-11-01,0
C000015,2025-12-01,0
C000016,2023-01-01,0
C000016,2023-02-01,0
C000016,2023-03-01,0
C000016,2023-04-01,0
C000016,2023-05-01,0
C000016,2023-06-01,0
C000016,2023-07-01,0
C000016,2023-08-01,0
C000016,2023-09-01,0
C000016,2023-10-01,0
C000016,2023-11-01,0
C000016,2023-12-01,0
C000016,2024-01-01,0
C000016,2024-02-01,0
C000016,2024-03-01,0
C000016,2024-04-01,0
C000016,2024-05-01,0
C000016,2024-06-01,0
C000016,2024-07-01,0
C000016,2024-08-01,0
C000016,2024-09-01,0
C000016,2024-10-01,0
C000016,2024-11-01,0
C000016,2024-12-01,0
C000016,2025-01-01,0
C000016,2025-02-01,0
C000016,2025-03-01,0
C000016,2025-04-01,0
C000016,2025-05-01,0
C000016,2025-06-01,0
C000016,2025-07-01,0
C000016,2025-08-01,0
C000016,2025-09-01,0
C000016,2025-10-01,0
C000016,2025-11-01,0
C000016,2025-12-01,0
C000017,2023-01-01,0
C000017,2023-02-01,0
C000017,2023-03-01,0
C000017,2023-04-01,0
C000017,2023-05-01,0
C000017,2023-06-01,0
C000017,2023-07-01,0
C000017,2023-08-01,0
C000017,2023-09-01,0
C000017,2023-10-01,0
C000017,2023-11-01,0
C000017,2023-12-01,0
C000017,2024-01-01,0
C000017,2024-02-01,0
C000017,2024-03-01,0
C000017,2024-04-01,0
C000017,2024-05-01,0
C000017,2024-06-01,0
C000017,2024-07-01,0
C000017,2024-08-01,0
C000017,2024-09-01,0
C000017,2024-10-01,0
C000017,2024-11-01,0
C000017,2024-12-01,0
C000017,2025-01-01,0
C000017,2025-02-01,0
C000017,2025-03-01,0
C000017,2025-04-01,0
C000017,2025-05-01,0
C000017,2025-06-01,0
C000017,2025-07-01,0
C000017,2025-08-01,0
C000017,2025-09-01,0
C000017,2025-10-01,0
C000017,2025-11-01,0
C000017,2025-12-01,0
C000018,2023-01-01,0
C000018,2023-02-01,0
C000018,2023-03-01,0
C000018,2023-04-01,0
C000018,2023-05-01,0
C000018,2023-06-01,0
C000018,2023-07-01,0
C000018,2023-08-01,0
C000018,2023-09-01,0
C000018,2023-10-01,0
C000018,2023-11-01,0
C000018,2023-12-01,0
C000018,2024-01-01,0
C000018,2024-02-01,0
C000018,2024-03-01,0
C000018,2024-04-01,0
C000018,2024-05-01,0
C000018,2024-06-01,0
C000018,2024-07-01,0
C000018,2024-08-01,0
C000018,2024-09-01,0
C000018,2024-10-01,0
C000018,2024-11-01,0
C000018,2024-12-01,0
C000018,2025-01-01,0
C000018,2025-02-01,0
C000018,2025-03-01,0
C000018,2025-04-01,0
C000018,2025-05-01,0
C000018,2025-06-01,0
C000018,2025-07-01,0
C000018,2025-08-01,0
C000018,2025-09-01,0
C000018,2025-10-01,0
C000018,2025-11-01,0
C000018,2025-12-01,0
C000019,2023-01-01,0
C000019,2023-02-01,0
C000019,2023-03-01,0
C000019,2023-04-01,0
C000019,2023-05-01,0
C000019,2023-06-01,0
C000019,2023-07-01,0
C000019,2023-08-01,0
C000019,2023-09-01,0
C000019,2023-10-01,0
C000019,2023-11-01,0
C000019,2023-12-01,0
C000019,2024-01-01,0
C000019,2024-02-01,0
C000019,2024-03-01,0
C000019,2024-04-01,0
C000019,2024-05-01,0
C000019,2024-06-01,0
C000019,2024-07-01,0
C000019,2024-08-01,0
C000019,2024-09-01,0
C000019,2024-10-01,0
C000019,2024-11-01,0
C000019,2024-12-01,0
C000019,2025-01-01,0
C000019,2025-02-01,0
C000019,2025-03-01,0
C000019,2025-04-01,0
C000019,2025-05-01,0
C000019,2025-06-01,0
C000019,2025-07-01,0
C000019,2025-08-01,0
C000019,2025-09-01,0
C000019,2025-10-01,0
C000019,2025-11-01,0
C000019,2025-12-01,0
C000020,2023-01-01,0
C000020,2023-02-01,0
C000020,2023-03-01,0
C000020,2023-04-01,0
C000020,2023-05-01,0
C000020,2023-06-01,0
C000020,2023-07-01,0
C000020,2023-08-01,0
C000020,2023-09-01,0
C000020,2023-10-01,0
C000020,2023-11-01,0
C000020,2023-12-01,0
C000020,2024-01-01,0
C000020,2024-02-01,0
C000020,2024-03-01,0
C000020,2024-04-01,0
C000020,2024-05-01,0
C000020,2024-06-01,0
C000020,2024-07-01,0
C000020,2024-08-01,0
C000020,2024-09-01,0
C000020,2024-10-01,0
C000020,2024-11-01,0
C000020,2024-12-01,0
C000020,2025-01-01,0
C000020,2025-02-01,0
C000020,2025-03-01,0
C000020,2025-04-01,0
C000020,2025-05-01,0
C000020,2025-06-01,0
C000020,2025-07-01,0
C000020,2025-08-01,0
C000020,2025-09-01,0
C000020,2025-10-01,0
C000020,2025-11-01,0
C000020,2025-12-01,0
C000021,2023-01-01,0
C000021,2023-02-01,0
C000021,2023-03-01,0
C000021,2023-04-01,0
C000021,2023-05-01,0
C000021,2023-06-01,0
C000021,2023-07-01,0
C000021,2023-08-01,0
C000021,2023-09-01,0
C000021,2023-10-01,0
C000021,2023-11-01,0
C000021,2023-12-01,0
C000021,2024-01-01,0
C000021,2024-02-01,0
C000021,2024-03-01,0
C000021,2024-04-01,0
C000021,2024-05-01,0
C000021,2024-06-01,0
C000021,2024-07-01,0
C000021,2024-08-01,0
C000021,2024-09-01,0
C000021,2024-10-01,0
C000021,2024-11-01,0
C000021,2024-12-01,0
C000021,2025-01-01,0
C000021,2025-02-01,0
C000021,2025-03-01,0
C000021,2025-04-01,0
C000021,2025-05-01,0
C000021,2025-06-01,0
C000021,2025-07-01,0
C000021,2025-08-01,0
C000021,2025-09-01,0
C000021,2025-10-01,0
C000021,2025-11-01,0
C000021,2025-12-01,0
C000022,2023-01-01,0
C000022,2023-02-01,0
C000022,2023-03-01,0
C000022,2023-04-01,0
C000022,2023-05-01,0
C000022,2023-06-01,0
C000022,2023-07-01,0
C000022,2023-08-01,0
C000022,2023-09-01,0
C000022,2023-10-01,0
C000022,2023-11-01,0
C000022,2023-12-01,0
C000022,2024-01-01,1
C000023,2023-01-01,0
C000023,2023-02-01,0
C000023,2023-03-01,0
C000023,2023-04-01,0
C000023,2023-05-01,0
C000023,2023-06-01,0
C000023,2023-07-01,0
C000023,2023-08-01,0
C000023,2023-09-01,0
C000023,2023-10-01,0
C000023,2023-11-01,0
C000023,2023-12-01,0
C000023,2024-01-01,0
C000023,2024-02-01,0
C000023,2024-03-01,0
C000023,2024-04-01,0
C000023,2024-05-01,0
C000023,2024-06-01,0
C000023,2024-07-01,0
C000023,2024-08-01,0
C000023,2024-09-01,0
C000023,2024-10-01,0
C000023,2024-11-01,0
C000023,2024-12-01,0
C000023,2025-01-01,0
C000023,2025-02-01,0
C000023,2025-03-01,0
C000023,2025-04-01,0
C000023,2025-05-01,0
C000023,2025-06-01,0
C000023,2025-07-01,0
C000023,2025-08-01,0
C000023,2025-09-01,0
C000023,2025-10-01,0
C000023,2025-11-01,0
C000023,2025-12-01,0
C000024,2023-01-01,0
C000024,2023-02-01,0
C000024,2023-03-01,0
C000024,2023-04-01,0
C000024,2023-05-01,0
C000024,2023-06-01,0
C000024,2023-07-01,0
C000024,2023-08-01,0
C000024,2023-09-01,0
C000024,2023-10-01,0
C000024,2023-11-01,0
C000024,2023-12-01,0
C000024,2024-01-01,0
C000024,2024-02-01,0
C000024,2024-03-01,0
C000024,2024-04-01,0
C000024,2024-05-01,0
C000024,2024-06-01,0
C000024,2024-07-01,0
C000024,2024-08-01,0
C000024,2024-09-01,0
C000024,2024-10-01,0
C000024,2024-11-01,0
C000024,2024-12-01,0
C000024,2025-01-01,0
C000024,2025-02-01,0
C000024,2025-03-01,0
C000024,2025-04-01,0
C000024,2025-05-01,0
C000024,2025-06-01,0
C000024,2025-07-01,0
C000024,2025-08-01,0
C000024,2025-09-01,0
C000024,2025-10-01,0
C000024,2025-11-01,0
C000024,2025-12-01,0
C000025,2023-01-01,0
C000025,2023-02-01,0
C000025,2023-03-01,0
C000025,2023-04-01,0
C000025,2023-05-01,0
C000025,2023-06-01,0
C000025,2023-07-01,0
C000025,2023-08-01,0
C000025,2023-09-01,0
C000025,2023-10-01,0
C000025,2023-11-01,0
C000025,2023-12-01,0
C000025,2024-01-01,0
C000025,2024-02-01,0
C000025,2024-03-01,0
C000025,2024-04-01,0
C000025,2024-05-01,0
C000025,2024-06-01,0
C000025,2024-07-01,0
C000025,2024-08-01,0
C000025,2024-09-01,0
C000025,2024-10-01,0
C000025,2024-11-01,0
C000025,2024-12-01,0
C000025,2025-01-01,0
C000025,2025-02-01,0
C000025,2025-03-01,0
C000025,2025-04-01,0
C000025,2025-05-01,0
C000025,2025-06-01,0
C000025,2025-07-01,0
C000025,2025-08-01,0
C000025,2025-09-01,0
C000025,2025-10-01,0
C000025,2025-11-01,0
C000025,2025-12-01,0
C000026,2023-01-01,0
C000026,2023-02-01,0
C000026,2023-03-01,0
C000026,2023-04-01,0
C000026,2023-05-01,0
C000026,2023-06-01,0
C000026,2023-07-01,0
C000026,2023-08-01,0
C000026,2023-09-01,0
C000026,2023-10-01,0
C000026,2023-11-01,0
C000026,2023-12-01,0
C000026,2024-01-01,0
C000026,2024-02-01,0
C000026,2024-03-01,0
C000026,2024-04-01,0
C000026,2024-05-01,0
C000026,2024-06-01,0
C000026,2024-07-01,0
C000026,2024-08-01,0
C000026,2024-09-01,0
C000026,2024-10-01,0
C000026,2024-11-01,0
C000026,2024-12-01,0
C000026,2025-01-01,0
C000026,2025-02-01,0
C000026,2025-03-01,0
C000026,2025-04-01,0
C000026,2025-05-01,0
C000026,2025-06-01,0
C000026,2025-07-01,0
C000026,2025-08-01,0
C000026,2025-09-01,0
C000026,2025-10-01,0
C000026,2025-11-01,0
C000026,2025-12-01,0
C000027,2023-01-01,0
C000027,2023-02-01,0
C000027,2023-03-01,0
C000027,2023-04-01,0
C000027,2023-05-01,0
C000027,2023-06-01,0
C000027,2023-07-01,0
C000027,2023-08-01,0
C000027,2023-09-01,0
C000027,2023-10-01,0
C000027,2023-11-01,0
C000027,2023-12-01,0
C000027,2024-01-01,0
C000027,2024-02-01,0
C000027,2024-03-01,0
C000027,2024-04-01,0
C000027,2024-05-01,0
C000027,2024-06-01,0
C000027,2024-07-01,0
C000027,2024-08-01,0
C000027,2024-09-01,0
C000027,2024-10-01,0
C000027,2024-11-01,0
C000027,2024-12-01,0
C000027,2025-01-01,0
C000027,2025-02-01,0
C000027,2025-03-01,0
C000027,2025-04-01,0
C000027,2025-05-01,0
C000027,2025-06-01,0
C000027,2025-07-01,0
C000027,2025-08-01,0
C000027,2025-09-01,0
C000027,2025-10-01,0
C000027,2025-11-01,0
C000027,2025-12-01,0
C000028,2023-01-01,0
C000028,2023-02-01,0
C000028,2023-03-01,0
C000028,2023-04-01,0
C000028,2023-05-01,0
C000028,2023-06-01,0
C000028,2023-07-01,0
C000028,2023-08-01,0
C000028,2023-09-01,0
C000028,2023-10-01,0
C000028,2023-11-01,0
C000028,2023-12-01,0
C000028,2024-01-01,0
C000028,2024-02-01,0
C000028,2024-03-01,0
C000028,2024-04-01,0
C000028,2024-05-01,0
C000028,2024-06-01,0
C000028,2024-07-01,0
C000028,2024-08-01,0
C000028,2024-09-01,0
C000028,2024-10-01,0
C000028,2024-11-01,0
C000028,2024-12-01,0
C000028,2025-01-01,0
C000028,2025-02-01,0
C000028,2025-03-01,0
C000028,2025-04-01,0
C000028,2025-05-01,0
C000028,2025-06-01,0
C000028,2025-07-01,0
C000028,2025-08-01,0
C000028,2025-09-01,0
C000028,2025-10-01,0
C000028,2025-11-01,0
C000028,2025-12-01,0
C000029,2023-01-01,0
C000029,2023-02-01,0
C000029,2023-03-01,0
C000029,2023-04-01,0
C000029,2023-05-01,0
C000029,2023-06-01,0
C000029,2023-07-01,0
C000029,2023-08-01,0
C000029,2023-09-01,0
C000029,2023-10-01,0
C000029,2023-11-01,0
C000029,2023-12-01,0
C000029,2024-01-01,0
C000029,2024-02-01,0
C000029,2024-03-01,0
C000029,2024-04-01,0
C000029,2024-05-01,0
C000029,2024-06-01,0
C000029,2024-07-01,0
C000029,2024-08-01,0
C000029,2024-09-01,0
C000029,2024-10-01,0
C000029,2024-11-01,0
C000029,2024-12-01,0
C000029,2025-01-01,0
C000029,2025-02-01,0
C000029,2025-03-01,0
C000029,2025-04-01,0
C000029,2025-05-01,0
C000029,2025-06-01,0
C000029,2025-07-01,1
C000030,2023-01-01,0
C000030,2023-02-01,0
C000030,2023-03-01,0
C000030,2023-04-01,0
C000030,2023-05-01,0
C000030,2023-06-01,0
C000030,2023-07-01,0
C000030,2023-08-01,0
C000030,2023-09-01,0
C000030,2023-10-01,0
C000030,2023-11-01,0
C000030,2023-12-01,0
C000030,2024-01-01,1
C000031,2023-01-01,0
C000031,2023-02-01,0
C000031,2023-03-01,0
C000031,2023-04-01,0
C000031,2023-05-01,0
C000031,2023-06-01,0
C000031,2023-07-01,0
C000031,2023-08-01,0
C000031,2023-09-01,0
C000031,2023-10-01,0
C000031,2023-11-01,0
C000031,2023-12-01,0
C000031,2024-01-01,0
C000031,2024-02-01,0
C000031,2024-03-01,0
C000031,2024-04-01,0
C000031,2024-05-01,0
C000031,2024-06-01,0
C000031,2024-07-01,0
C000031,2024-08-01,0
C000031,2024-09-01,0
C000031,2024-10-01,0
C000031,2024-11-01,0
C000031,2024-12-01,0
C000031,2025-01-01,0
C000031,2025-02-01,1
C000032,2023-01-01,0
C000032,2023-02-01,0
C000032,2023-03-01,0
C000032,2023-04-01,0
C000032,2023-05-01,0
C000032,2023-06-01,0
C000032,2023-07-01,0
C000032,2023-08-01,0
C000032,2023-09-01,0
C000032,2023-10-01,0
C000032,2023-11-01,0
C000032,2023-12-01,0
C000032,2024-01-01,0
C000032,2024-02-01,0
C000032,2024-03-01,0
C000032,2024-04-01,0
C000032,2024-05-01,0
C000032,2024-06-01,0
C000032,2024-07-01,0
C000032,2024-08-01,0
C000032,2024-09-01,0
C000032,2024-10-01,0
C000032,2024-11-01,0
C000032,2024-12-01,0
